GeneID,Gene_name,logFC,adj.P.Val
TRINITY_DN14997_c2_g1,,-1.489700972,0.043568991
TRINITY_DN150061_c0_g1,,-2.5092145,0.001006514
TRINITY_DN150193_c0_g1,,-1.465169574,0.03022953
TRINITY_DN150232_c0_g1,,-4.07223803,0.000663535
TRINITY_DN150256_c0_g1,FAM237A,-2.470269886,0.000584613
TRINITY_DN150297_c0_g1,rps10,-1.46312226,0.033734856
TRINITY_DN150317_c0_g1,,-2.780606765,0.015453442
TRINITY_DN150410_c0_g1,,-2.510640029,0.002939472
TRINITY_DN150485_c0_g1,,-1.379226647,0.020803074
TRINITY_DN150624_c0_g1,,-1.363026681,0.007056751
TRINITY_DN15070_c0_g1,CD34,-1.038564906,0.009107918
TRINITY_DN15083_c0_g1,Dctd,-1.100569997,0.008689946
TRINITY_DN150942_c0_g1,,-2.935265173,0.012919091
TRINITY_DN150943_c0_g1,,-1.859301257,0.00210348
TRINITY_DN150946_c0_g1,,-1.13858154,0.041856253
TRINITY_DN150960_c0_g1,Ppp2r5a,-2.508031965,0.005906312
TRINITY_DN150976_c0_g1,,-1.507619705,0.01259927
TRINITY_DN15105_c0_g1,GLT1D1,-1.184682685,0.000146865
TRINITY_DN15128_c0_g1,SF3A2 SAP62,-1.585424742,0.029464727
TRINITY_DN151290_c0_g1,,-1.935801401,0.017798582
TRINITY_DN15131_c1_g1,,-1.557430005,0.001359134
TRINITY_DN151380_c0_g1,,-1.362449831,0.006779476
TRINITY_DN151402_c0_g1,,-1.407763334,0.031439411
TRINITY_DN15149_c0_g1,,-1.277804462,0.011705887
TRINITY_DN151515_c0_g1,,-1.917235091,0.026926318
TRINITY_DN151769_c0_g1,GRID2IP,-1.351860167,0.043803836
TRINITY_DN15179_c1_g1,,-1.073006583,0.036577651
TRINITY_DN151833_c0_g1,,-1.207746768,0.011010262
TRINITY_DN151847_c0_g1,,-1.319624778,0.011757553
TRINITY_DN15186_c1_g1,,-1.753817843,0.000408679
TRINITY_DN1519_c0_g2,Acox1 Acox,-1.097353128,0.00998035
TRINITY_DN15198_c0_g2,,-1.747228679,0.024774016
TRINITY_DN152006_c0_g1,,-1.254407639,0.026128811
TRINITY_DN15205_c0_g1,,-1.941310038,0.010495156
TRINITY_DN152051_c0_g1,,-1.674476163,0.034650281
TRINITY_DN152077_c0_g1,,-1.624560711,0.006489226
TRINITY_DN152096_c0_g1,,-2.732316714,0.001539766
TRINITY_DN152369_c0_g1,,-1.619726297,0.001609322
TRINITY_DN1524_c0_g2,,-1.301822076,0.001227366
TRINITY_DN15253_c2_g2,ASB5,-1.5964562,0.037358887
TRINITY_DN15258_c0_g1,,-2.972247976,0.025063037
TRINITY_DN15269_c1_g2,,-4.822159329,0.000756477
TRINITY_DN15271_c0_g1,CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1,-1.135307266,0.041835849
TRINITY_DN152728_c0_g1,,-1.984109073,0.003313752
TRINITY_DN152798_c0_g1,,-2.063520061,0.003625451
TRINITY_DN15289_c2_g1,,-1.180907923,0.021327553
TRINITY_DN15294_c0_g1,,-2.120683264,0.013780534
TRINITY_DN1531_c8_g1,Drap1,-3.002306227,0.011116786
TRINITY_DN153122_c0_g1,,-1.582109993,0.028695947
TRINITY_DN153362_c0_g1,,-1.469866923,0.041399735
TRINITY_DN153365_c0_g1,,-1.593010295,0.034116909
TRINITY_DN15338_c0_g1,,-1.599691147,0.000762553
TRINITY_DN153400_c0_g1,,-1.400380876,0.004740429
TRINITY_DN153484_c0_g1,,-1.135208726,0.027011928
TRINITY_DN15361_c0_g1,,-1.315243622,0.006090944
TRINITY_DN153611_c0_g1,,-1.146157665,0.005452221
TRINITY_DN15362_c1_g1,,-1.85440707,0.01784254
TRINITY_DN153638_c0_g1,,-1.35909244,0.031721494
TRINITY_DN153721_c0_g1,,-1.246410846,0.03080828
TRINITY_DN153869_c0_g1,,-1.938252908,0.010931515
TRINITY_DN15389_c0_g1,OTOF FER1L2,-1.196047607,0.004743594
TRINITY_DN153983_c0_g1,,-1.94524821,0.041099899
TRINITY_DN154283_c0_g1,,-1.171582655,0.038704731
TRINITY_DN15429_c0_g1,,-1.076238567,0.00100704
TRINITY_DN154314_c0_g1,,-2.546419728,0.007418034
TRINITY_DN15442_c0_g1,MT-ND6 MTND6 NADH6 ND6,-1.285152717,0.048008515
TRINITY_DN15444_c0_g3,,-1.751255511,0.014380695
TRINITY_DN154443_c0_g1,,-2.45772651,0.000950377
TRINITY_DN15460_c0_g1,,-1.155808856,0.036236869
TRINITY_DN154696_c0_g1,,-1.480930323,0.020256776
TRINITY_DN15478_c0_g1,,-1.575847982,0.001462932
TRINITY_DN154909_c0_g1,,-2.197448209,0.049382195
TRINITY_DN15495_c3_g1,ZAN,-2.026285839,0.034921259
TRINITY_DN15507_c0_g1,LDLR,-1.500287717,0.000471359
TRINITY_DN15507_c0_g2,,-1.19029831,0.022063101
TRINITY_DN15520_c0_g1,,-2.313342535,0.001269811
TRINITY_DN15527_c0_g1,Rps15 Rig,-1.217123018,0.008357107
TRINITY_DN15532_c1_g1,,-1.120905448,0.024625385
TRINITY_DN155503_c0_g1,,-2.338331423,0.009371082
TRINITY_DN155541_c0_g1,,-1.542800928,0.006321308
TRINITY_DN15565_c0_g1,,-1.213836966,0.027014841
TRINITY_DN15567_c0_g1,,-3.320927843,0.00297291
TRINITY_DN15574_c0_g2,,-3.058154164,0.001789009
TRINITY_DN155910_c0_g1,,-1.304117913,0.023685226
TRINITY_DN15595_c0_g1,,-1.412154152,0.013054586
TRINITY_DN15603_c0_g2,,-3.162498129,0.041727533
TRINITY_DN15626_c1_g1,,-1.807555468,0.001604575
TRINITY_DN156292_c0_g1,GPI,-1.545447089,0.037930663
TRINITY_DN15656_c2_g1,,-1.877761132,0.004254072
TRINITY_DN15707_c0_g1,,-1.404199529,0.00874197
TRINITY_DN15710_c0_g3,,-1.797950443,0.000445778
TRINITY_DN157152_c0_g1,,-1.30868563,0.044565716
TRINITY_DN15717_c0_g1,,-2.660286662,0.005222925
TRINITY_DN15727_c0_g1,ACT1,-1.61963515,0.003503832
TRINITY_DN15740_c0_g3,,-1.084182816,0.022348004
TRINITY_DN157592_c0_g1,,-2.377570196,0.012744571
TRINITY_DN15762_c0_g1,,-1.821226641,0.007257423
TRINITY_DN15765_c2_g1,,-1.968229448,0.000823906
TRINITY_DN157665_c0_g1,,-2.330402536,0.019881396
TRINITY_DN15786_c0_g1,,-1.782836515,0.026015262
TRINITY_DN158409_c0_g1,grin1,-3.985971988,0.005395488
TRINITY_DN15847_c0_g1,,-1.211346467,0.001425469
TRINITY_DN158489_c0_g1,,-1.747532697,0.019590265
TRINITY_DN15861_c0_g1,,-1.151555029,0.001598566
TRINITY_DN15869_c2_g1,,-2.193587808,0.008967658
TRINITY_DN15872_c0_g2,,-2.536626839,0.025290694
TRINITY_DN158771_c0_g1,,-2.729157407,0.001833117
TRINITY_DN15884_c2_g2,,-2.210632369,0.018120869
TRINITY_DN1589_c3_g4,,-1.702259973,0.009535771
TRINITY_DN15896_c1_g1,,-2.05170333,0.000780546
TRINITY_DN15899_c1_g1,,-1.972085593,0.001705683
TRINITY_DN15954_c0_g1,,-1.080099198,0.001896209
TRINITY_DN159568_c0_g1,,-1.647387433,0.017187128
TRINITY_DN159589_c0_g1,,-2.499185865,0.011418424
TRINITY_DN15964_c0_g1,,-2.318620239,0.001338695
TRINITY_DN15965_c0_g1,,-1.032743077,0.043859038
TRINITY_DN159737_c0_g2,CAMSAP3 KIAA1543,-1.139587033,0.022995945
TRINITY_DN15977_c0_g1,pif1 AN6895,-1.417010546,0.003411167
TRINITY_DN159949_c0_g1,,-1.131848261,0.006014066
TRINITY_DN16024_c1_g2,,-1.715842042,0.01038348
TRINITY_DN16030_c0_g1,,-2.339788175,0.006841079
TRINITY_DN16064_c0_g1,,-1.759572262,0.000236582
TRINITY_DN16079_c1_g1,,-5.368790533,0.00056381
TRINITY_DN16119_c0_g1,,-2.356376651,0.004664315
TRINITY_DN16121_c0_g1,,-1.512962584,0.007584378
TRINITY_DN16127_c2_g1,,-1.303413863,0.00286295
TRINITY_DN16131_c0_g1,,-1.441466182,0.017879354
TRINITY_DN16150_c0_g1,,-1.210283126,0.000702937
TRINITY_DN161638_c0_g1,,-3.448735736,0.007108644
TRINITY_DN16182_c2_g1,,-2.128012575,0.008319298
TRINITY_DN16185_c1_g1,,-4.79231771,0.005663065
TRINITY_DN16211_c0_g1,pol,-1.626588981,0.035677632
TRINITY_DN16222_c0_g1,nrp1a np-1 nrp1,-1.046643296,0.007877901
TRINITY_DN16222_c1_g1,,-1.009391486,0.014601759
TRINITY_DN16231_c3_g1,,-2.590979769,0.008485192
TRINITY_DN162351_c0_g1,,-2.812754532,0.015213775
TRINITY_DN16237_c2_g2,,-1.269063134,0.040176804
TRINITY_DN16258_c0_g1,,-1.203244557,0.011254931
TRINITY_DN16264_c1_g1,,-1.102060562,0.019621739
TRINITY_DN1639_c5_g1,,-1.506006704,0.008848321
TRINITY_DN16413_c0_g2,,-1.965839419,0.003365377
TRINITY_DN16430_c0_g1,,-2.468489312,0.019429654
TRINITY_DN1644_c0_g2,,-1.508545484,0.023616297
TRINITY_DN16452_c2_g1,,-3.158688258,0.0001964
TRINITY_DN16455_c1_g1,,-1.570214705,0.002060714
TRINITY_DN16513_c3_g1,,-1.088093169,0.000302151
TRINITY_DN16520_c0_g1,,-1.60666957,0.006861423
TRINITY_DN16538_c1_g1,,-2.910227339,0.030130277
TRINITY_DN16575_c0_g1,CCHCR1 HCR,-1.078757608,0.00067941
TRINITY_DN16586_c0_g1,,-1.504606919,0.000461231
TRINITY_DN16586_c1_g1,ZNF740 TB7,-1.628425676,0.000757456
TRINITY_DN16588_c1_g3,Scn8a,-1.607126649,0.003257758
TRINITY_DN16597_c0_g2,,-1.22886451,0.005989666
TRINITY_DN16597_c1_g1,,-1.383915061,0.001652921
TRINITY_DN16608_c0_g1,,-1.117855648,0.002403535
TRINITY_DN16619_c0_g1,,-1.178269679,0.007223426
TRINITY_DN16623_c1_g1,,-1.016249647,0.026571036
TRINITY_DN16634_c1_g1,,-1.06691331,0.019778862
TRINITY_DN16642_c0_g1,,-1.10808084,0.013007688
TRINITY_DN1668_c1_g1,,-1.210518409,0.001424066
TRINITY_DN167_c13_g1,,-1.578250657,0.043381127
TRINITY_DN16712_c2_g1,,-2.996070376,0.003264298
TRINITY_DN16715_c0_g1,,-1.099599908,0.003395039
TRINITY_DN16739_c0_g1,,-1.259185492,0.012336827
TRINITY_DN16743_c1_g2,,-1.35652468,0.016526953
TRINITY_DN16748_c0_g1,,-1.088193277,0.004196152
TRINITY_DN16752_c0_g1,,-1.00886397,0.004745756
TRINITY_DN16767_c0_g1,,-1.436771652,0.016187719
TRINITY_DN16782_c0_g3,,-1.953776622,0.017061326
TRINITY_DN16784_c1_g1,infB Cpha266_0369,-1.004716472,0.026272187
TRINITY_DN16807_c0_g1,,-2.317113182,0.000520191
TRINITY_DN16810_c0_g1,,-1.796851873,0.001842469
TRINITY_DN16810_c0_g2,,-2.950776815,0.003798386
TRINITY_DN16810_c0_g3,,-1.359185237,0.017315506
TRINITY_DN1682_c11_g1,,-4.321441798,0.000523782
TRINITY_DN16835_c0_g1,,-1.862471104,0.00062743
TRINITY_DN1684_c3_g2,,-1.211787801,0.027370511
TRINITY_DN16852_c0_g2,,-1.309720371,0.002497886
TRINITY_DN16888_c0_g1,,-1.111523792,0.001902993
TRINITY_DN16889_c0_g1,,-1.047562979,0.00906403
TRINITY_DN16893_c0_g1,ZNF385C,-1.641591387,0.000306243
TRINITY_DN16915_c0_g1,,-2.763746804,0.001540397
TRINITY_DN16930_c1_g2,,-1.370738937,0.003043482
TRINITY_DN16944_c0_g1,,-3.667091663,0.0057469
TRINITY_DN16957_c0_g1,ESYT2 FAM62B KIAA1228,-1.341936277,0.005646733
TRINITY_DN1696_c1_g1,,-1.024429672,0.021955788
TRINITY_DN16961_c1_g1,,-2.622209065,0.010803488
TRINITY_DN17004_c0_g2,,-1.026875004,0.043008805
TRINITY_DN17009_c0_g1,,-1.434295817,0.00773233
TRINITY_DN17031_c3_g1,Gimap9 Ian7,-1.627548486,0.003946978
TRINITY_DN17038_c1_g1,,-1.545846481,0.001172658
TRINITY_DN17038_c1_g2,,-1.671638631,0.00132339
TRINITY_DN17043_c1_g1,slc30a9,-3.071695905,0.009852394
TRINITY_DN17053_c0_g2,,-2.388263781,0.004937681
TRINITY_DN17056_c0_g1,,-1.750558182,0.003253706
TRINITY_DN1709_c4_g1,,-1.056331866,0.01523944
TRINITY_DN17105_c0_g1,,-1.142445371,0.014890469
TRINITY_DN17135_c3_g1,,-1.005591674,0.011025279
TRINITY_DN17147_c0_g1,,-1.38627358,0.0017787
TRINITY_DN17196_c2_g2,,-1.934683996,0.043093925
TRINITY_DN17199_c0_g1,,-3.086398627,0.036821126
TRINITY_DN17238_c0_g2,,-1.455742886,0.007440756
TRINITY_DN17246_c0_g1,slc47a1 mate1 zgc:158231,-1.155577157,0.001043862
TRINITY_DN17253_c2_g1,,-1.652908726,0.034577135
TRINITY_DN17255_c0_g3,,-4.385919778,0.028310734
TRINITY_DN17282_c0_g1,TACR3 NK3R TAC3R,-1.622336621,0.010660988
TRINITY_DN17294_c2_g1,,-2.00815752,0.005667499
TRINITY_DN17294_c3_g1,,-2.881905784,0.009123018
TRINITY_DN173_c1_g1,,-1.086642474,0.001117659
TRINITY_DN17305_c0_g2,,-1.675883879,0.035178566
TRINITY_DN17308_c0_g1,,-1.113818682,0.002772909
TRINITY_DN17320_c1_g1,,-2.161948746,0.002076427
TRINITY_DN17328_c0_g1,,-1.768889736,0.021721556
TRINITY_DN17345_c0_g1,kcnma1a,-1.510155003,0.003995732
TRINITY_DN17363_c0_g1,,-5.485278754,0.01534156
TRINITY_DN17388_c0_g1,Mmp19 Rasi,-1.360334134,0.042108287
TRINITY_DN17406_c0_g1,ANK1 ANK,-2.304100926,0.002904374
TRINITY_DN17428_c0_g3,,-3.612345781,0.02666631
TRINITY_DN17428_c1_g2,,-1.24468783,0.015943667
TRINITY_DN17429_c1_g1,,-1.629699627,0.000744525
TRINITY_DN17439_c2_g2,,-2.791333332,0.010853798
TRINITY_DN17441_c1_g1,Gnpda1 Gnpi,-1.546992035,0.041957015
TRINITY_DN17443_c0_g1,,-1.286983994,0.006922447
TRINITY_DN17459_c0_g3,,-3.012222337,0.01015792
TRINITY_DN17463_c0_g1,,-2.195135737,0.000559662
TRINITY_DN17485_c0_g1,,-1.583718034,0.013238203
TRINITY_DN17494_c0_g1,ACO1 IREB1,-2.846615486,0.00142305
TRINITY_DN17510_c0_g1,,-1.745942794,0.018191596
TRINITY_DN17569_c0_g1,,-3.108822873,0.000917127
TRINITY_DN17571_c0_g1,CACNA1A CACH4 CACN3 CACNL1A4,-1.09749358,0.004451421
TRINITY_DN17571_c0_g2,Cacna1a Cach4 Cacn3 Cacnl1a4,-1.258199952,0.030849273
TRINITY_DN17575_c0_g1,,-1.896726296,0.002551554
TRINITY_DN17598_c0_g2,pol,-1.033902944,0.005510916
TRINITY_DN17605_c0_g1,,-1.307228751,0.008016716
TRINITY_DN17613_c0_g1,MIMI_L668,-1.736470522,0.018769874
TRINITY_DN17625_c0_g1,,-1.64534193,0.003002545
TRINITY_DN17655_c0_g1,,-1.344070986,0.002259652
TRINITY_DN17655_c0_g2,,-1.262300293,0.010644731
TRINITY_DN1767_c56_g1,,-2.700073769,0.000308901
TRINITY_DN17672_c1_g1,KCNQ4,-1.291617243,0.001227366
TRINITY_DN17672_c1_g2,Kcnq4,-1.314865512,0.046487522
TRINITY_DN1768_c0_g1,,-1.867311529,0.013555238
TRINITY_DN17690_c0_g1,Tf2-9 SPBC9B6.02c,-1.374503074,0.001984687
TRINITY_DN17700_c1_g3,,-1.126528226,0.024367955
TRINITY_DN17727_c1_g1,ANK3,-1.434481425,0.003742831
TRINITY_DN17730_c1_g2,,-1.740158332,0.01724894
TRINITY_DN17734_c0_g2,,-3.673790079,0.001924637
TRINITY_DN17749_c0_g1,,-1.769010679,0.022634792
TRINITY_DN17751_c0_g1,,-1.38144732,0.035170535
TRINITY_DN17774_c0_g1,MT-ND5 MTND5 NADH5 ND5,-1.06685103,0.002041959
TRINITY_DN17822_c0_g1,,-1.250978191,0.030541412
TRINITY_DN17822_c1_g1,,-1.044046959,0.044308595
TRINITY_DN17860_c1_g1,,-1.97194746,0.00029668
TRINITY_DN1789_c3_g1,,-1.564886261,0.037684431
TRINITY_DN179_c2_g1,,-1.362712741,0.040192573
TRINITY_DN1794_c0_g1,,-1.126131612,0.003772191
TRINITY_DN17945_c0_g1,,-2.719124521,0.000396248
TRINITY_DN17957_c1_g1,,-4.752024849,0.000954491
TRINITY_DN1796_c0_g1,,-1.435357498,1.11E-05
TRINITY_DN17967_c0_g2,,-2.375178892,0.036521689
TRINITY_DN17974_c4_g1,,-1.61432574,0.013368756
TRINITY_DN17981_c0_g1,,-1.058115577,0.028928041
TRINITY_DN17992_c0_g1,,-1.902781314,0.00044297
TRINITY_DN17992_c0_g2,,-1.630553743,0.00257771
TRINITY_DN17992_c0_g3,,-1.3959698,0.001556072
TRINITY_DN17997_c0_g1,,-1.056989474,0.007521131
TRINITY_DN18017_c0_g1,,-1.164636449,0.006244328
TRINITY_DN18059_c0_g1,Psmd6,-1.136539012,0.020302605
TRINITY_DN18062_c0_g1,,-2.229854724,0.016591498
TRINITY_DN18083_c0_g1,,-1.133174633,0.001345362
TRINITY_DN18086_c0_g1,,-1.372589982,6.99E-05
TRINITY_DN18124_c0_g1,Camkmt Clnmt,-1.258241559,0.00205184
TRINITY_DN18134_c3_g1,,-1.641628579,0.009532733
TRINITY_DN18145_c0_g1,,-1.065036895,0.041757612
TRINITY_DN18146_c0_g2,,-2.051035813,0.009107918
TRINITY_DN18171_c2_g1,,-1.728675388,0.004919756
TRINITY_DN18177_c2_g1,,-1.549526305,0.032062532
TRINITY_DN18182_c2_g1,Wipi2,-1.657615714,0.030673027
TRINITY_DN18212_c0_g1,,-1.683297648,0.008554181
TRINITY_DN18215_c1_g3,,-1.608453579,0.005005733
TRINITY_DN18216_c1_g1,,-1.24563417,0.006828804
TRINITY_DN18227_c1_g1,,-1.947682636,0.013012721
TRINITY_DN18229_c0_g2,,-2.093348975,0.003344294
TRINITY_DN18264_c0_g1,,-1.278725035,0.009352106
TRINITY_DN18286_c0_g1,,-1.249429566,0.034674147
TRINITY_DN18339_c3_g1,,-1.390877469,0.044616885
TRINITY_DN1834_c1_g2,,-2.091192654,0.009950329
TRINITY_DN18355_c0_g2,,-1.177252334,0.017703964
TRINITY_DN18373_c0_g1,,-1.353824199,0.00478208
TRINITY_DN18393_c0_g1,SVIL,-1.474475934,0.028283633
TRINITY_DN18422_c0_g1,,-1.363313785,0.005560626
TRINITY_DN18508_c0_g1,,-3.660380311,0.001216108
TRINITY_DN18516_c0_g1,,-2.07659541,0.000970441
TRINITY_DN18527_c0_g1,,-1.388957067,0.006140023
TRINITY_DN18534_c0_g1,,-1.245578871,0.007927351
TRINITY_DN1854_c0_g1,,-1.361484826,0.000354516
TRINITY_DN18565_c1_g1,,-1.618140345,0.005841707
TRINITY_DN18575_c1_g1,,-4.813079481,0.002793173
TRINITY_DN18584_c1_g2,Unc13c,-1.518552246,0.001140572
TRINITY_DN18608_c0_g1,,-3.238872652,0.0001964
TRINITY_DN18614_c0_g1,,-2.624052615,0.000756477
TRINITY_DN18620_c0_g1,,-1.282178713,0.00522724
TRINITY_DN18621_c0_g1,,-1.59196452,0.01401973
TRINITY_DN18630_c0_g2,,-1.013817377,0.048405073
TRINITY_DN18634_c1_g1,,-1.961771442,0.017102231
TRINITY_DN18637_c0_g1,,-3.491918803,0.005366301
TRINITY_DN18676_c3_g1,,-3.339184713,0.00374155
TRINITY_DN18697_c1_g1,,-3.827265632,0.000950377
TRINITY_DN18702_c0_g2,,-2.400856845,0.000171679
TRINITY_DN18702_c0_g3,,-2.341595682,0.00077935
TRINITY_DN18709_c0_g1,,-1.304654827,0.044241304
TRINITY_DN18711_c0_g1,pgi1 SAV_1770,-1.259243231,0.032404269
TRINITY_DN18739_c0_g1,NRXN1 KIAA0578,-2.104113975,0.000115904
TRINITY_DN18744_c0_g1,,-2.415162784,0.010113527
TRINITY_DN18746_c0_g1,,-1.496284064,0.033441475
TRINITY_DN18750_c2_g1,,-1.226999215,0.005035957
TRINITY_DN18785_c0_g1,,-3.156896029,0.007890936
TRINITY_DN18797_c0_g2,neuO APECO1_4217,-1.252516378,0.003456065
TRINITY_DN18815_c0_g1,CD3D,-1.269007651,0.002730608
TRINITY_DN18841_c2_g1,trappc2l tpc2l,-1.426972436,0.041837312
TRINITY_DN18841_c2_g2,,-1.29852107,0.035391395
TRINITY_DN18862_c0_g1,,-1.646978484,0.003417526
TRINITY_DN18870_c1_g1,,-2.69754339,0.002115219
TRINITY_DN18911_c0_g1,Ccnt2,-1.884176327,0.002824579
TRINITY_DN18919_c0_g1,,-1.465169463,0.005446183
TRINITY_DN18942_c0_g2,,-1.637747385,0.001215836
TRINITY_DN18968_c0_g1,,-1.23164647,0.009281615
TRINITY_DN18976_c0_g3,,-1.795853393,0.012253798
TRINITY_DN1898_c1_g1,,-1.129823535,0.025313907
TRINITY_DN18991_c0_g1,,-1.026626502,0.007126019
TRINITY_DN19055_c0_g1,,-1.25602857,0.022026966
TRINITY_DN19069_c2_g1,,-2.16084614,0.011085445
TRINITY_DN191_c5_g1,,-1.944018219,0.000757249
TRINITY_DN19124_c0_g1,,-1.15242364,0.006505571
TRINITY_DN19158_c0_g1,,-2.157618581,0.015420371
TRINITY_DN19162_c0_g4,TRPM5 LTRPC5 MTR1,-1.764150681,0.00062844
TRINITY_DN19169_c1_g1,,-1.290022158,0.04817117
TRINITY_DN19185_c0_g2,,-1.675381786,0.027018832
TRINITY_DN19186_c2_g1,Prox2,-1.989559246,0.003786368
TRINITY_DN19188_c0_g2,,-2.516756311,0.0334519
TRINITY_DN192_c1_g4,,-1.188168745,0.008002494
TRINITY_DN19203_c0_g1,Unc13b Unc13h2,-1.153079971,0.000752936
TRINITY_DN19209_c0_g1,,-2.173849373,0.027995115
TRINITY_DN19214_c0_g1,Skida1,-1.221700468,0.001055115
TRINITY_DN19224_c0_g1,,-2.001728479,0.019491568
TRINITY_DN19228_c0_g1,,-1.658298365,0.001148563
TRINITY_DN19255_c0_g1,Polr2a Rpii215 Rpo2-1,-1.510293007,0.012815675
TRINITY_DN193_c0_g1,Wnk2 Kiaa1760,-1.300344109,7.57E-05
TRINITY_DN19321_c2_g4,,-2.057515123,0.004807408
TRINITY_DN19323_c3_g1,,-2.089701128,0.010029938
TRINITY_DN19323_c4_g1,,-2.209343092,0.04300234
TRINITY_DN19330_c0_g1,,-1.266827778,0.016572984
TRINITY_DN1934_c2_g1,,-1.753680065,0.013553118
TRINITY_DN19355_c0_g2,,-1.137216962,0.029943785
TRINITY_DN19388_c0_g2,,-1.475541732,0.027049085
TRINITY_DN194_c3_g1,ric1,-2.293754691,0.000847325
TRINITY_DN19409_c0_g1,,-1.176095314,0.003055899
TRINITY_DN19410_c0_g2,,-2.049825286,0.001602119
TRINITY_DN19447_c0_g1,,-2.50641706,0.000694268
TRINITY_DN19456_c0_g1,Rbm12,-2.975408372,0.008442331
TRINITY_DN19468_c0_g1,,-1.862143024,0.039269887
TRINITY_DN19479_c0_g1,,-1.198981378,0.048642383
TRINITY_DN1950_c2_g1,,-1.573002521,0.046481248
TRINITY_DN19553_c0_g1,,-1.943680947,0.010651513
TRINITY_DN19597_c3_g2,,-2.033643538,0.028369212
TRINITY_DN19676_c0_g1,IL13RA2,-1.549937531,0.042947184
TRINITY_DN1973_c1_g2,wsb1,-1.120868047,0.000569101
TRINITY_DN19742_c0_g1,,-2.969721751,7.85E-06
TRINITY_DN19759_c0_g1,,-2.166429423,0.030547241
TRINITY_DN19759_c0_g2,,-1.907201638,0.019087834
TRINITY_DN19772_c0_g1,Ptprd,-2.292328676,0.002496564
TRINITY_DN19777_c0_g1,SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2,-1.153874275,0.004066217
TRINITY_DN19780_c0_g1,,-1.962847846,0.002497886
TRINITY_DN19789_c0_g1,,-3.043991604,0.006987162
TRINITY_DN19798_c0_g1,SNAPC2 SNAP45,-1.153492385,0.009018111
TRINITY_DN198_c0_g1,,-1.217490729,0.005989666
TRINITY_DN1980_c1_g1,,-2.351922778,0.000396725
TRINITY_DN19823_c0_g1,Dmxl2 Kiaa0856,-1.683636469,0.006408002
TRINITY_DN19826_c1_g1,,-1.291491238,0.002153144
TRINITY_DN19880_c0_g1,,-2.339104444,0.007185538
TRINITY_DN19892_c0_g1,,-1.277723045,0.006752754
TRINITY_DN199_c1_g1,BCAN BEHAB CSPG7 UNQ2525/PRO6018,-1.119716035,0.000450516
TRINITY_DN19915_c0_g1,,-2.031420517,0.003002943
TRINITY_DN19918_c0_g1,Mrc2 Kiaa0709,-1.342083743,0.010860642
TRINITY_DN19920_c0_g1,,-1.600448299,0.024916429
TRINITY_DN19921_c0_g1,,-1.230049107,0.003520301
TRINITY_DN19949_c0_g1,,-2.919588833,0.041202583
TRINITY_DN19963_c0_g1,,-1.678627083,0.014986544
TRINITY_DN19968_c0_g1,,-2.060824375,0.025700153
TRINITY_DN19976_c0_g1,,-1.08217749,0.01084003
TRINITY_DN20004_c1_g1,,-2.0779789,0.003760868
TRINITY_DN20013_c4_g1,,-1.222712169,0.022022893
TRINITY_DN20017_c1_g2,,-1.179303062,0.043202327
TRINITY_DN20022_c0_g1,,-1.020804422,0.000942582
TRINITY_DN20078_c0_g1,,-1.588304567,0.00942966
TRINITY_DN20092_c0_g1,,-1.220726803,0.002734028
TRINITY_DN20132_c0_g1,,-1.705004226,0.000711433
TRINITY_DN20149_c0_g1,,-1.408057703,0.002914022
TRINITY_DN20197_c0_g1,,-1.486085086,0.003423851
TRINITY_DN20206_c0_g1,,-1.709411155,0.001446905
TRINITY_DN20206_c0_g3,,-1.970896298,0.00144234
TRINITY_DN20214_c0_g1,,-1.486239553,0.007299517
TRINITY_DN20223_c0_g2,,-3.0466222,0.008829787
TRINITY_DN20241_c0_g1,ZNF618 KIAA1952,-1.83126623,0.007298787
TRINITY_DN20298_c0_g1,,-3.142746942,3.68E-05
TRINITY_DN203_c4_g1,,-1.231346073,0.00162151
TRINITY_DN20307_c0_g1,,-1.491924288,0.003492837
TRINITY_DN20309_c0_g1,,-1.861276951,0.00905638
TRINITY_DN20321_c0_g1,,-1.155333381,0.021284391
TRINITY_DN20324_c0_g3,,-1.629236631,0.001075808
TRINITY_DN20354_c0_g1,acp4 acpt,-1.378220555,0.001248837
TRINITY_DN20363_c0_g1,,-1.774512309,0.00989672
TRINITY_DN20368_c0_g1,,-1.104112929,0.031867675
TRINITY_DN20419_c2_g1,,-1.959689294,0.009684701
TRINITY_DN20426_c0_g1,,-1.189404871,0.039813116
TRINITY_DN20433_c0_g1,,-1.551271036,0.014424336
TRINITY_DN20458_c0_g1,,-1.962642335,0.022729655
TRINITY_DN20462_c1_g2,,-1.120917996,0.007495845
TRINITY_DN20477_c0_g1,,-1.692509393,0.001091726
TRINITY_DN20525_c0_g1,,-1.382979876,0.002309642
TRINITY_DN20527_c0_g2,,-4.264223485,0.001304662
TRINITY_DN20557_c1_g1,,-2.113529512,0.00269796
TRINITY_DN20564_c1_g1,,-1.091158622,0.009966959
TRINITY_DN20607_c0_g3,,-1.03857462,0.023715364
TRINITY_DN20620_c0_g1,Slc41a3,-1.123846981,0.000692159
TRINITY_DN20639_c0_g1,,-1.47872434,0.000884286
TRINITY_DN20640_c1_g1,,-1.616434596,0.008430032
